date,star_rating,header,body
2024-08-27,1,airbnb completely protects hosts while…,"airbnb completely protects hosts while ignoring regular users. You encountered a situation when you rented an apartment with private parking for 15 days. As a result, the parking was occupied 24/7 and the host evicted us a day early without warning. I wrote to Airbnb support, they completely ignored me and did not even apologize."
2024-08-27,2,Absent Hosts. Not good enough! ,"I used AirBnB a lot. Airbnb do fix problems if you make them aware of it but sometimes it’s just not worth the hassle or it’s simply too late to do anything about it other than ask for a credit or refund,  but I run into these problems increasingly with lazy hosts on AirBnB. 
One apartment I booked was still occupied when I went to check-in so the absent host used a friend to shuffle me off to her other apartment which had no furniture! with just an ensemble mattress on the floor. Also the photos of the apartments interiors on airbnb  are often not the same as when you check-in. Definitely not letting it fly anymore.  My previous stay had black mould all over the bathroom tiles and I had to complain and get a cleaner in  immediately on arriving. Again, it’s just absent,  lazy hosts who don’t check up on cleaning and maintaining the property. There is no excuse for it, Hosts can get the caretakers/cleaners to send photos to prove the property is ready etc but honestly the Host should be there. All in all, hosts should be present but most of the time the hosts are not in town or not even in the country! they are nowhere to be seen and that is the problem with Airbnb. Airbnb should have a policy of banning remote hosting altogether. "
2024-08-26,1,Airbnb not to be trusted - money grabbers ,Airbnb actually makes its rules up to please their situation. Having spent over an hour asking for them to show ‘where in their policy’ do they actually state what they are telling me - the answer is nowhere!  They only want to make money out of guests and hosts - support tells lies to cover themselves. Go and book/host through another platform. 
2024-08-26,1,Awful handling of safety concern ,"Turned up at a flat in Berlin to find cameras and monitoring devices everywhere inside the flat (Airbnb policy is that this is not allowed, even if the devices are switched off). I rang Airbnb who confirmed this is a safety concern and said they would pull us out of the flat immediately. Airbnb then went silent for about 4 hours, despite repeated attempts to get them on the phone and via the messaging platform. Because we didn't have enough money to just book somewhere else ourselves, me and my friends (females) were left in a flat we didn’t feel safe in overnight (we used every pair of socks we had to try cover all the cameras). Airbnb then rang me at midnight and admitted they had made an error in processing our move so it couldn't happen until the next day. The host then tried to take money out of my account so I had to cancel all my bank cards while in a foreign country, and Airbnb said this had nothing to do with them so they wouldn't help me. This was all extremely distressing. Airbnb promised a full refund, but I’ve only been given a partial refund, which they calculated incorrectly twice. I’ve also had multiple messages and emails ignored, and been spoken to rudely on the phone by about 12 different Airbnb staff. To top it all, they allowed the host straight back on the platform and allowed him to give me a negative review. I haven't ever dealt with such an awful level of customer service and I was shocked that even when they admit someone has broken their policies, tried to steal from you, and film you without your consent, this individual can be allowed back on the platform hosting the same property out. My friends and I have agreed we will never use Airbnb again."
2024-08-26,1,AIR BNB SUPPORT IS NON EXISTENT,"I second the opinion of several people who have reported that Air BNB offer no support whatsoever when you need it.  There were three of us in the age group 68 to 75 in Cuba, a couple of days before we were to go to our accommodation in Cancun we were informed by our host we couldn't go due to no water availability in the building. We tried to book alternative accommodation with only a few days to spare but received a message to say can't book through their site in Cuba, we were due to arrive Cancun around midnight. We requested assistance but kept getting standard message we are doing all we can to help or we have escalated your problem but actually doing absolute zero. We wasted several days of our holiday in Cuba trying to resolve the issue through them. We were abandoned by them and no follow up to see if we managed to secure accommodation. DO NOT USE!"
2024-08-26,1,Airbnb promotes fake news through its policy// Airbnb fördert durch seine Policy Fake News ,"I have been a superhost with Airbnb for years and am usually very satisfied with the work and the guests. However, it sometimes (very rarely) happens that guests simply demand their money back by making demonstrably false claims. Instead of investigating the case properly, as a host you are completely left in the lurch by Airbnb and hung on the rope of a guest's lies, which is more than unpleasant. Airbnb is always on the side of the guest, even if obviously false information is provided, and then justifies this with freedom of expression. Behind this is the fact that superhosts are “bludgeoned” into even greater efforts by these bad reviews or payments and that the company doesn't care about the people/hosts at all. Even the support team admits that Airbnb relies on a self-serving model. But anyone who invests a lot as a super host so that guests are completely happy is demotivated and undermined by this system and the extremely negative experiences it causes. Customer loyalty looks completely different!

Ich bin seit Jahren Superhost bei Airbnb und meistens sehr zufrieden mit der Arbeit und den Gästen. Allerdings kommt es manchmal (sehr selten) vor, dass Gäste unter der Angabe nachweislich falscher Behauptungen einfach Geld zurückverlangen. Statt dann den Fall richtig zu prüfen, wird man als Gastgeber von Airbnb völlig im Stich gelassen und am Strick der Lügen eines Gastes aufgehängt, was mehr als unangenehm ist. Airbnb steht immer auf der Seite des Gastes, auch wenn offensichtlich falsche Angaben gemacht werden und rechtfertigt das dann mit Meinungsfreiheit. Dahinter steht das Superhosts von diesen schlechten Bewertungen oder Zahlungen zu noch größeren Anstrengungen „geknüppelt“ werden und das die Menschen/Hosts dem Konzern dabei völlig egal sind. Selbst der Support gibt zu, dass Airbnb auf ein Self-Serving Modell zugreift. Aber wer als Superhost viel investiert damit Gäste rundum glücklich sind, wird durch dieses System und die davon verursachten extrem negativen Erfahrungen demotiviert und ausgehöhlt. Kundenbindung sieht vollkommen anders aus! "
2024-08-26,1,Review removed,I had a guest contact me with bogus cleaning and maintenance complaints after they checked out.  I have a clear policy that requires issues to be submitted at check in or during their stay so they can be remediated immediately. The guest took apart my sofa and took photos of the inside electronics for the recliner claiming it was dirty.  They wanted a refund in exchange for a good review.  I declined and posted an honest review of the guest warning hosts and Airbnb removed my review.
2024-08-26,1,Major bug infestation!,"Stayed with hosts Wendy and Thomas in Corpus Christi, Texas July 26-31, 2024 and left with over a hundred bed bug bites.  Ended up with a severe allergic reaction that required emergency treatment.  The guest after us also reported bites.  Airbnb did nothing to assist, said I reported the problem too late which was not the case.  I am out nearly $2,000 Cdn for this fiasco.  Airbnb takes no responsibility for this.  DO NOT STAY AT THIS PLACE!! "
2024-08-25,3,Host attempted to cancel 6 hours before check in,"I’ve just had a horrific experience with an Airbnb host. Was basically told she had to cancel my booking just 6 hours before our scheduled check in. By that time of course we were already on our way. In the end, it all got sorted but undue stress was already caused. Airbnb support actually stepped in and helped tremendously. I just don’t think I’ll be using Airbnb again after this though as the experience has really shaken me up especially that I was travelling with small children and to be told we potentially did not have a place to stay for the night was very stressful!"
2024-08-25,1,Atrocious website,"Atrocious website, atrocious company"
2024-08-25,1,Stayed with a host called 'Marin'…,"Stayed with a host called 'Marin' appeared he had entered the property while we were out, Heaven knows doing what but our paperwork went missing. We didn't feel safe, secret door behind a curtain he was entering through. Too small girls with our party, not acceptable. Air BnB did nothing about it and seemingly accept that not only is it acceptable for hosts to go through your stuff whilst you're out but also to allow small children to properties where they are not safe. Utterly disgusted. Have used them for years. Will not be doing again. Keep your belongings and family safe! 

Avoid the host Marin with rental properties in Croatia. Especially 'Floyd' dingy, horrible, unsafe place. "
2024-08-25,1,Avoid Gift Cards,Not only did this company waste my time and money booking but they refuse to accept my credit card so I bought $800 of gift cards in which they flagged and shut down my account saying that I wasn’t representing myself authentically which I have no clue what that means nor did I care they did not let me dispute and they did not Refund my gift cards the balances were used and not able to be spent so this company costed me $800!
2024-08-24,1,I was an Airbnb host for over 10 years…,"I was an Airbnb host for over 10 years and watched Airbnb fall apart. Initially, it was a great way to find a nice summer roommate or guest. Over the years, the whole platform became more and more complicated for everyone, which led to a lot of confusion, bookings made in error, and difficulty accurately communicating expectations, both for guests and hosts. The support for hosts is just as abysmal as it is for guests. The policies are there to protect Airbnb, not the host or the guest. Forget customer service--the folks who pick up the phone might as well be bots--they read from a script. It takes weeks to get a person to speak with you who can resolve your issue--if they want to resolve it at all. I'm sure that most if not all of the negative reviews here are accurate. I quit hosting almost a year ago and while I lost the revenue, I regained sanity."
2024-08-24,1,Airbnb - poor communication ,"Airbnb's customer support department and complete lack of basic communication is a major problem, whenever I have had an issue with a guest they have decided to side with and not bothered to have a discussion with myself or communicate on suspending a listing which they advised to reactivate and then have not with zero communication from a support team member or management. 5 days and counting awaiting a team member to contact me

I am not surprised they have lost market share based on below average customer service and will co tinue to do so."
2024-08-24,1,GIO' & FIO' Air B & B air conditioning…,"GIO' & FIO' Air B & B air conditioning off from midnight to 6 am , excuse given noise disturbs neighbors ! every night "
2024-08-24,1,Guests don't matter to Airbnb from our experience. ,"Unprofessional, unprepared host, encouraged us to call her directly (avoiding documentation on Airbnb) and then told two different stories, I have documented both. After she sent out the bug man (yes, it had ants, even in the cupboards, on the counters, table in the kitchen, we felt things crawling on us in the living room), we never stopped contacting the host. We wanted to have many family dinners together but that plan got thrown out with the rest of our plans to enjoy spending time together in a nice clean home. The fridge didn't have ants. Upon arrival I sent the host pics of stains on the white carpet going from the garbage can in the kitchen to the front door - more ant invitation! A previous review mentions trash not being removed. Then the A/C gave out and we were expected to cancel our birthday plans to meet the repairman. There were thick layers of dust on the filter that should have been changed out in March 2024. So that filthy filter pumped lots of dirt into the air conditioning all summer long. No wonder it broke. Costly oversight. Our trip was ruined. Airbnb didn't help expect to keep us on the phone for hours during our trip and offer to refund the cleaning fee and a third of the first day. We found other accommodations elsewhere but even though the host promised to make everything that was going wrong - right, she failed to follow through and then left us a terrible review - that we lied and twisted her words and Airbnb didn't help us even though we had videos, pictures, texts messages. We will be choosing hotels from now on. This was such a precious time for my family and I. Did the host or did Airbnb care even at the least - no. Guests just don't matter. We would have had way more time together at a hotel - bug free, air conditioning that works, professional hospitality personnel, and we would not be expected to pick up trash all over the driveway and the landscape as well as on the back patio upon arrival.
"
2024-08-24,1,Do not use Airbnb ,"Do not use Airbnb avoid at all cost's We booked an apartment in Tenerife through Airbnb on arrival the hotel was carrying out work on the water pipes this went on for 2 1/2 weeks it resulted in the water being turned off and on dirty water each time the water was off my grandson ended up with severe tonsillitis, this was confirmed by a doctor it was due to the situation with the water.
I contacted Airbnb and informed them I would be contacting a solicitor on my return to UK, they agreed a refund after a lot of communication messages phone calls etc, then they informed me it could only be refunded in the way of credit as the ambassador got it wrong and could only be refunded as credit, I explained after this do you think I would ever use Airbnb again.
I also informed them I would still be seeking legal adivce and the attitude of the ambassador was rude and not interested.
Please do not use Airbnb booked through an alternative "
2024-08-24,1,This company is a joke.,"This company is a joke.
Had a poor experience with one of their hosts and after Airbnb promising (still have the email from them) to recompense me, they then decided not to for no reason."
2024-08-23,4,I can easily book accommodations and…,I can easily book accommodations and manage my travel plans with this user-friendly app
2024-08-23,1,GO TO CHURCH AND BY SOME VALIUM,"Unbelievably airbnb customer service who have failed to resolve my issue, failed to listen to one bit of what I said, phoned me at 22.15 on Wednesday night when I had just dropped off to sleep. I went mad at them for being so stupid and insensitive. They sent notes yesterday apologising profusely . Unbelievably , (apologies I am struggling to express this in words)
they phone me again last night at ten passed midnight, saying I believe you have an issue. Then apologisng again. Reading this you probably think this is not possible, by even the worst company, but its true, Completely true. Unbelievable !
As mentioned I am sure many customers have a great time and benefit with AIRBNB and save money. All I recommend is that if you have an issue, please go to church first and prey, the go to the doctors and get a prescription for valiun it may calm you nerves, before you engage with their customer service ambassadors
What should AIRBNB do, train you staff about time zones. As the Meerkat say  '   simple'

More than happy to speak to executives at AIRBNB to explain more. "
2024-08-23,1,"As a Host dismayed by their so-called ""Support"" ","As a Host, I would like to give them a zero. So-called ""Specialized Team Support"" has once again been a dead end. They claim to be ""working on"" a problem and then do not give any answers and have my calendar blocked for tonight and tomorrow night when the dates are actually available. Over half a work day has passed. Nothing. I'll probably lose a few hundred dollars. They need to open calendars for OPEN DATES. If they want to block COMPLETION of a reservation for days that they're still trying to apply their convoluted cancellation policies to, fine. 
It is so wrong to VANISH and let time pass with no availability showing when in fact weekend days are available. Their arrogance is breathtaking. This has happened before. It is very disappointing to feel abused by their ""Support."" The worst part of having an Airbnb once again is dealing with their carousel of what comes across as passive-aggressive sadists.
Postscript: At 7:30 am this morning, Airbnb messaged they had ""ALREADY"" updated the travelers' itinerary and are showing tonight and Saturday available at my property. The right word is FINALLY -- 12 hours AFTER THEY SHOULD HAVE OPENED MY CALENDAR FOR THIS WEEKEND. If they don't want me to complete a reservation until they have worked out details of the clueless guests' itinerary, they can block me from the final step of confirming as their ambassador works out matters UNRELATED TO MY PROPERTY. When I immediately offered a 2 night refund last evening on a last minute cancellation, those two nights should have shown as available IMMEDIATELY so travelers on Thursday evening planning Friday-Saturday travel in great mountain weather could at least inquire.

They owe it to Hosts to let travelers IMMEDIATELY see dates that both host and guest have AGREED are available. I deplore their bureaucratic convoluted hell-for-hosts DELAYS COSTING TIME, FRUSTRATION AND PROBABLY HUNDREDS OF DOLLARS. 
"
2024-08-23,5,Refund,"Due to unforseen circumstances I needed to cancel a reservation made through Airbnb.  Voila, the refund was there the next morning.  Thank you"
2024-08-22,1,Horrible ,Had a trip booked 2 years in advance the host cancelled 24 hours prior to us getting there now all hotels in the area are book they have ruined our vacation. Host has lied said due to maitenance and the building is brand new
2024-08-22,1,Airbnb silences guests and protects hosts…,"Airbnb silences guests and protects negligent hosts! My vehicle was damaged due to a host’s negligence in trimming dead tree branches, which I mentioned in my review. Airbnb took it down, and now the host is twisting the situation, falsely claiming I wanted payment for a positive review. In reality, I was just asking for reimbursement for the damage. The host wrote a negative review about me which was untrue. Airbnb says they’re entitled to “freedom of speech”—a right I wasn’t afforded. Beware of this company as the customer service is VERY POOR  #Airbnb #GuestRights #Accountability #TruthMatters"
2024-08-22,1,No customer service at all!,"No customer service at all!
Why local authorities stands their tax revenue theft -Airbnb !?
Stay away from this internet scam ! You are always willing be wrong with bad service of fakes reviews and lies of Airbnb hosts!"
2024-08-22,1,Profits over Truth,"Recently stayed with a host that was very clearly defrauding us. They staged “damage” that occurred from our stay but had faked the damage themselves after we had left. A deep dive into the host’s reviews ended up revealing a pattern of similar behaviour and other scams. After trying to claim over $800 in damages for a window blind that had been taken off the track, we tried to resolve the issue with Airbnb, showing that we had made the host aware of issues that we did find present (there was a tear in the couch and the dryer wasn’t functioning) but this damage was not us. We also showed them the multiple other instances of shady business the host had done. Airbnb originally claimed that there wasn’t sufficient evidence to find us responsible but they were going to reimburse the host themselves and close the matter. Fast forward a few days later and now Airbnb is claiming we are fully responsible and need to reimburse them for the money they sent the host. The lack of consistency and what honestly just seems like trying to make back their money in spite of lack of clear evidence shows they can be just as shady as the hosts they collect their fees from. Airbnb had become a platform where this stuff is permitted as long as they get their cut, and the customer is left to pick up the bill. I unfortunately can’t trust their service team to have my back, so I won’t be using their services again. "
2024-08-22,1,Astonishingly bad customer support,"Astonishingly bad customer support. Basically non-existent, except that they do have a ""front"" which is nicely spoken staff in the Philipines who will at least answer the phone. The problem is that once they speak to you, they will keep you on hold for half an hour while they ""investigate"" and then they invariably say that your problem will be passed over to a different team who will then contact you. And that is the last you will ever hear from them."
2024-08-22,1,Totally incompetent,"Totally useless, incompetent and unprofessional staff.

Avoid using them. They will wish you hadn't if you do!!"
2024-08-21,1,What terrible customer service,"What terrible customer service. They have taken 4 weeks to try and sort out an issue and it's still not been solved and there is a simple solution. The people that work in the help centre are very kind but totally useless. I don't recommend their help at all. For what's supposed to be a huge company, their problem solving skills are ridiculous. I've delt with many companies before and this is by far the worst. Totally pathetic customer service. This company won't be around long with all the competition and the excellent customer service that other companies offer. "
2024-08-21,1,Worse than useless host protection,"Host Damage Protection/AirCover for Hosts is worse than useless. In the 12 years hosting on the platform, I have had need for it twice. Both times, the request has been denied although the guests broke the house rules. AirBnB requires me to take photos of my 5000+ items between every visit in order to be able to show a before/after photo of the item destroyed by the guests. This is ludicrous and simply equivalent of stating that there is no coverage. I am leaving the platform now and am already more happy."
2024-08-21,1,Airbnb cancelled my booking,"Airbnb just cancelled my booking. No reason given, no compensation for what are now much higher prices. Absolute fertilizer. "
2024-08-21,5,Had a problem with a property…,"Had a problem with a property advertised on Airbnb, dirty / not easily accessible and had to book into a hotel at considerable cost and trouble but Airbnb helped us gain a full refund  speedily. They couldn't have been more helpful, great people to deal with "
2024-08-21,1,Your security isn't taken seriously,"A place I stayed at uses the same pin for every customer to enter the building. Some person entered my apartment at 11pm that didn't work for the rental and just wanted something they forgot when they stayed. I wanted to get out and have a refund, and AirBnB said because it was past 24 hours, they can only do so if the host agrees."
2024-08-21,1,"As a host, they cannot be trusted","As a host, we listed our property with them. The policy states that they release the funds 24hours after check in. They say that it can take 5 days for the funds to clear on our side depending on who you bank with. 12 days later, still no funds. The guests are now checked out and left the country. There is no latency with my bank. The transfers clear immediately. I escalated this, but pure ignorance from the customer support. How can I run a business if these outdated policies are holding back our funds. I threatened to collect funds directly from the guests should the money not be released from Air bnb. They still didn't care. I do not trust them to run my business with. My listings have all been removed"
2024-08-21,2,Shockingly bad customer service,"Shockingly bad customer service. Not sure staff are trained properly, half of them don't even seem to know Airbnb's own rules. I was left on a tropical island in 40 degree heat after a 23 hour journey with no accomodation. zero consequences for the host and left to find my own shelter. Hosting just as bad, no real support for hosts when guests cause issues."
2024-08-21,1,WE BOOKED A PLACE IN COOGEE NSW…,"WE BOOKED A PLACE IN COOGEE NSW AUSTRALIA AND WAS NOT INFORMED ABOUT THE PROXIMITY OF A MAJOR ROAD JUST OUTSIDE THE DOOR AND A ROUNDABOUT. UNTIL THE DAY BEFORE WE WERE GOING . THE HOST SHELLY DID NOT DO THE RIGHT THING . SHE DID NOT GIVE A REFUND. NON DISCLOSURE IS BIG ON AIRBNB. THEY SHOULD MAKE THE HOST DISCLOSE GOOD AND BAD ASPECTS OF THE PROPERTY. OTHER SITES GIVE ADDRESSES BEFORE YOU BOOK. 
AIRBNB DID GIVE ME (A GOOD WILL) REFUND BUT TO MY KNOWLEDGE HAS NOT ADDRESSED THE ISSUE."
2024-08-21,1,Horrible greedy people,Horrible greedy people 
2024-08-20,1,ZERO HELP FOR HOSTS,"Where do I start...
I have hosted a girl in my home while I was away. Since she never extended for another month as she claimed and never responded I have sent my friends there with a spare key to understand whats going on and check on my apartment. 
After they went inside they found my place in a HUGE mess. Cocaine, pills, open needles, puke on carpets and the walls, blood on the mattress, towels and couch etc. It was obvious that her and her boyfriend (who nobody ever paid the stay for or even mentioned) werent only using drugs but also sold it.
Since we assumed they would come back to fetch their stuff we decided immediately to call the police and change the locks so they wouldnt have access anymore.
Her boyfriend arrived after a few hours and thank god wasnt able to enter the place again. 
After he tried to run away from my friends (and threatened them and the security guy of the building with a knife) he finally got arrested by the police at some point. Unfortunately he got out on bail and is missing since (never appeared for his court dates). The girl is nowhere to be found and broke into a locked closet of mine and stole multiple items. 

Not only am I now scared to be back home but I am still waiting for my reimbursement by airbnb (its been a month). 

Its an absolute shitshow and I would highly appreciate if Airbnb could at least help me repair, clean and replace my apartment, furniture and stolen items so I can try to move on with my life."
2024-08-20,1,Bad experience. Unfair  customer service. ,"I have used airbnb regularly for 12 years. 
Over 180 guests hosted and i have rented over 60 places.
2 years ago a guy rented my place without telling me that it was for his elderly parents. I discovered it when I opened the door. Obviously they were not happy with the place. I am a free spirited traveler and minimalist. My place can only suit people my age or younger and I have always refused to host families and over 50 as my place is not suitable for them. 
He left me a bad review talking on behalf of his parents. 
I asked airbnb to remove the review as it does not follow airbnb policy to make a booking for someone else and they left it. 
Since then I do not host anymore as a bad review create a snow ball of bad review. No loyalty and fairness from airbnb. "
2024-08-20,1,Airbnb only look after themselves,"Airbnb only look after themselves. They want your money and they don't look after you. We had a horrendous experience staying in a house with lots of cameras inside and out. After we left we claimed a full refund. Got only half of the money back, and then the owner fabricated pictures of ""damage"" to the house from us and airbnb believed this weird owner and insists that we pay 1000 Euros back for fabricated lies about damage. Never again, airbnb, you lost a long time trusting and loyal customer. Terrible business. "
2024-08-19,1,The worst and most negligent company,"Hands down the worst and most negligent company / customer “support” of any major company, especially one dealing with domestic situations! They are an atrocity! Do not use AirBnB! "
2024-08-19,1,Horrible. Actual scam.,"Horrible.

We are not getting our money refunded after the host didn't respond for 24 hours. We keep getting told our money is on hold, and each time we contact support we get told to wait 5 business days. It's been an entire month and we still haven't received our money. Everyone in AirBnB Support says something different and they're extremely rude, replying constantly the same.
Actual scam. I want my money back as it wasn't cheap."
2024-08-19,1,Awful costumer service,"I booked a place in Turkey and the host blamed me for their broken coffee machine which was produced in 2009. the price of the coffee machine is 40GBP maximum and Airbnb charging me for 300GBP. after I gave them all the evidence, they disregarded them and stop replying my emails. "
2024-08-19,1,Belfast property- name of host in review! ,"Myself and my partner just spent the weekend in Belfast. My partner had booked the property 4 Willowholme Crescent in the Ravenhill Road area. The host name is Tom Murphy. This was booked and paid for in full back in February on Agoda but his property is also on here so reviewing here too. 
We arrived in Belfast on Friday the 16th of August. My partner had messaged the day before to check how to check in. We received an email when we had already arrived in Belfast to say the accommodation had been “double booked” and they could not accommodate us. That’s was it! So here we are stuck in Belfast (we live near Leeds) with nowhere to stay. All hotels left were £300-£400 upwards per night! We were there for the Liam Gallagher gig so it’s quite obvious to me that this host wasn’t aware of this when we booked back in February and he obviously realised he could up his price. Why not message us in advance to cancel? Its disgusting that accommodations do this when events are on but at least we wound have had the option to find something. We literally had to take what was left and ended up having to spend over £700 on hotels. It was absolutely disgusting. Do not book with Agoda but more so, avoid Tom Murphy at all costs. Absolutely disgusting. We are taking this further. Imagine if it was a couple of young ones going for a trip away and they were stranded like that?"
2024-08-18,1,Fees too high,"Why book a place that generally ends up costing you another night's stay to cover the AirBnB and cleaning fee.
An example would be (a random amoumt here)  £700 for a week's stay. £100 a night... 
Final amount to pay £840 which is £100 to AirBnB and the extra to have the place cleaned again.
The fees are too much and AirBnB takes too much.
I never book through AirBnB...ever.
13,000 + reviews..... over 10,000 1 star. Go figure."
2024-08-18,1,"BIG JOKE, SCAMMERS!","Trying to book an accomodation for 3 days and hosts keep rejecting telling the prices are not actual. They want more money for their mediocre accomodation. I booked instant booking accomodation, host again canceled as he wishes! My money is now trapped! As i understand they can cancel your stay even on the day of your arrival with no problems. Never ever use this platform, it is a big joke!"
2024-08-18,1,Airbnb Failed to Address Host Misconduct,"I am deeply disappointed with Airbnb's handling of a serious incident during my stay. Despite the host's inappropriate behavior forcing me to leave, Airbnb did little to hold him accountable. While I appreciate the prompt support in finding safe alternative accommodation, it's troubling that the host faced no real consequences and even kept the payment. Worse, I wasn't allowed to leave an honest review, effectively silencing my experience.

Airbnb’s resolution process feels more like a shield for hosts than a fair system for guests. They need to take incidents like this much more seriously to protect future guests and maintain trust in their platform."
2024-08-18,5,All fantastic stays,All fantastic stays. You must read all before booking but had great accommodation world wide. Airbnb answer and are really helpful with any issues 
2024-08-16,1,Don’t use this platform!!! Only bad experiences!!,"Its such a bad platform :(( i’m very unhappy with them. Advertisements aren’t available, they charge your card even if booking isn’t confirmed and after booking refused paid money on hold for a week!!! Spend 4 hours, choosed some places, contacted and all of them were rented out (owners answer only in few hours only!) but airbnb listed them as available. Such a bad experience!! Waste of time!!"
2024-08-16,1,It’s nice until you have an issue,"It’s nice until you have an issue, then basically you have little chances to win your claim, it’s much easier to book a hotel as most of the Airbnb listings are not truthful "
2024-08-16,1,cannot solve issues fairly,"keep sending the same messages, keep apologising and saying how they are sympathetic to my issue however do nothing. clearly cannot help or do not want to help, not sure which! the resolutions system is woeful!"
2024-08-16,1,Irresponsible liars,"I tried to give air bnb the benefit of the doubt and a chance to fix their mistake as I've only had good experiences with them before. But they absolutely disregarded me and left me high and dry. Booked a residence with them in advance and there were no issues as per usual with air bnb. Arrived at the air bnb and called the host only for the host to angrily explain he hasn't owned the property in over 2 years and was certainly not renting out to people as he'd informed air bnb multiple times before.

I called air bnb three times; the first time the representative refunded us, and sent us alternate locations over an hour away from where we were originally staying and had everything planned ( it was a beach town vacation). We replied that that was not acceptable and he suggested to find a hotel on our own and submit the receipt to them. How unbelievable. They messed up by listing an unavailable property and expected us to find a solution?? I said as much and there was silence before the call was ended on their end. 

I called back and the second time I was promised a representative would call back with options and guess what? Hpurs and no call back. Third time I called and explained the situation, the representative said she would look for a hotel or some other place for me to stay in. And of course, I'm still waiting with no response. It's 8:30pm and no place to stay on vacation. I've had to cancel my plans to return home and air bnb had not offered any compensation. This is a completely untrustworthy and irresponsible company. Will not be using them ever again or recommending them to others as the treatment and disrespect was unbelievable. "
2024-08-15,1,Avoid at all costs. Truly awful & totally unreliable.,"Avoid. Avoid. Avoid.
I have had more cancellations from hosts than actual stays. Nothing is guaranteed even if you pay unlike hotels. If he hosts can just cancel as they wish, even if it’s one week before your holiday - just like they did with me. I’ve had 3 cancellations over the past 6 months. It’s crazy how a business can be run like this. 

I think it’s astonishing that I’ve have more cancellations than actual stays with Airbnb. Hardly very reliable is it? Imagine if you had plane tickets booked. You’d be screwed! 

The latest cancellation caused me a huge amount of stress trying to find alternative more reliable companies to spend my hard earned money with.

 I am very unlikely to use Airbnb again and wouldn’t recommend to any of my friends or family. Truly awful & totally unreliable."
2024-08-15,1,They cancelled my booking,They cancelled my booking within 12-hours and then I could no-longer book the property I wanted. Very poor.
2024-08-15,1,Don't book here!,"I had to book a new appartement 4 times over because the hosts all canceled. Now I am waiting for 4 times my money back and Airbnb said  it can take up to 15 days. What is this for kind of service?!?
I'm never using Airbnb again and I suggest others to do to. "
2024-08-15,1,Poor service by Air BnB,Poor service by Air BnB. A cancelled room within the agreed time frame but still fighting for a refund 2 months later. Do not book through Air BnB if you can do it another way. Every excuse given not to pay. 
2024-08-15,1,Infestation at Airbnb at 507 Besserer…,Just stayed at Airbnb at 507 Besserer st in Ottawa Ontario.  Infested with bed bugs.  I’m covered in bites.
2024-08-15,1,They use a very poor service provider…,They use a very poor service provider to conduct background checks. These checks do not use enough identifying information to correctly verify the results. The company Inflection has had numerous complaints and judgments for their poor performance. Airbnb just accepts an incorrect report and then tells you to contact Inflection. Airbnb chose this poor provider and tells the customer sorry it isn’t our problem. Bad companies contract bad companies!
2024-08-15,1,I deleted my account,"I deleted my account, which I used as a host and traveler for 9 years. They want tax number, but they not pay any taxes. As the host, I wanted to cancel the reservation while the customer still had 20 days left. But airbnb wants a 90 Euro penalty from me! Clearly fraud!"
2024-08-14,2,Inadequate Response from Airbnb to Unresolved Host Issues,"I am writing to formally lodge a complaint against Airbnb for their failure to address and resolve serious issues related to my current stay at an Airbnb property. Despite multiple attempts to rectify the situation directly with the host and seeking assistance from Airbnb's customer support, the problems have persisted, leading to considerable inconvenience and distress.

I booked an Airbnb property with the expectation that it would meet the standards and amenities outlined in the listing and as per Airbnb's policies. Unfortunately, upon arrival, I discovered several issues that have made my stay deeply uncomfortable. Firstly, the apartment was poorly cleaned, with a foul odor throughout the space. The poor ventilation in the apartment exacerbates this issue, making it difficult to get fresh air and creating an unpleasant living environment. Additionally, the common areas of the building are poorly maintained, with both the hallways and other shared spaces being inadequately cleaned and emitting unpleasant smells.

Furthermore, the property was severely under-equipped, with several essential items missing. The missing items include:

Cleaning supplies (broom, bucket, cleaning cloths, and cleaning products)
A trash bin for the bathroom
Dish towels
Sufficient pots and cooking utensils
A kettle
Bath towels for a two-week stay
Bathroom mats

It occurred on: 10/08/2024

I promptly communicated these issues to the host, requesting that the missing items be provided immediately. However, the host failed to address the majority of my concerns. The reception at the building provided only one bath towel and one pot, which is entirely inadequate. I was further informed that I would need to contact the host directly for any additional items, which I did, but to no avail.

In a particularly humiliating experience, I was directed by the host to visit the building’s reception, where a staff member led me to a cluttered room filled with various items resembling a pile of trash. I was told to pick out anything I needed for the apartment, leading me to take one bath towel, some plates, bowls, and a pot. This experience was demeaning and far from the standard of service and accommodation I expected.

Despite raising these issues with Airbnb's support team, I have not received an adequate resolution. The host has not fulfilled their obligations, and Airbnb has not provided the necessary intervention to rectify the situation or offer alternative accommodation that meets the expected standards.

I am seeking assistance in ensuring that Airbnb takes immediate and appropriate action to resolve this matter. Specifically, I request that Airbnb enforce the provision of the missing essential items, particularly the cleaning supplies, or facilitate a move to a suitable alternative accommodation that meets the promised standards. If Airbnb fails to resolve this issue, I believe it reflects a systemic problem with their customer service and host accountability practices.

I look forward to your prompt response on this matter. 

Booking reference  HMHXB92DNJ

Flat 231, 
Dashwood Studios 126 Walworth Road
SE171JL"
